lyric_clean
everything that we should be
i will bet she is beautiful that girl he talks about
and she is got everything that i have to live without
drew talks to me
i laugh because it is so damn funny
that i cannot even see
anyone when he is with me
he says he is so in love he is finally got it right
i wonder if he knows he is all i think about at night
he is the reason for the teardrops on my guitar
the only thing that keeps me wishing on a wishing star
he is the song in the car
i keep singing do not know why i do
drew walks by me
cannot he tell that i cannot breathe
and there he goes so perfectly
the kind of flawless i wish i could be
she would better hold him tight give him all her love
look in those beautiful eyes and know she is lucky because
he is the reason for the teardrops on my guitar
the only thing that keeps me wishing on a wishing star
he is the song in the car
i keep singing do not know why i do
so i drive home alone as i turn off the light
i will put his picture down and maybe get some sleep tonight
he is the reason for the teardrops on my guitar
the only one who is got enough of me to break my heart
he is the song in the car
i keep singing do not know why i do
he is the time taken up but there is never enough
and he is all that i need to fall into
drew looks at me
i fake a smile so he will not see
i do not know what i want so do not ask me
cause i am still trying to figure it out
do not know what is down this road i am just walking
trying to see through the rain coming down
even though i am not the only one
who feels the way i do
i am alone on my own and that is all i know
i will be strong i will be wrong oh but life goes on
oh i am just a girl trying to find a place in this world
got the radio on my old blue jeans
and i am wearing my heart on my sleeve
feeling lucky today got the sunshine
could you tell me what more do i need
and tomorrow's just a mystery oh yeah
but that is ok
i am alone on my own and that is all i know
i will be strong i will be wrong oh but life goes on
oh i am just a girl trying to find a place in this world
maybe i am just a girl on a mission
but i am ready to fly
i am alone on my own and that is all i know
i will be strong i will be wrong oh but life goes on
oh i am alone on my own and that is all i know
oh i am just a girl trying to find a place in this world
oh i am just a girl
oh i am just a girl oh oh
oh i am just a girl
you have a way of coming easily to me
and when you take you take the very best of me
so i start a fight cause i need to feel something
and you do what you want cause i am not what you wanted
oh what a shame what a rainy ending given to a perfect day
just walk away no use defending words that you will never say
and now that i am sitting here thinking it through
i have never been anywhere cold as you
you put up walls and paint them all a shade of gray
and i stood there loving you and wished them all away
and you come away with a great little story
of a mess of a dreamer with the nerve to adore you
oh what a shame what a rainy ending given to a perfect day
just walk away no use defending words that you will never say
and now that i am sitting here thinking it through
i have never been anywhere cold as you
you never did give a damn thing honey but i cried cried for you
and i know you would not have told nobody if i died died for you
died for you
oh what a shame what a rainy ending given to a perfect day
every smile you fake is so condescending
counting all the scars you made
and now that i am sitting here thinking it through
i have never been anywhere cold as you
i did not know what i would find
when i went looking for a reason i know
i did not read between the lines
and baby i have got nowhere to go
i tried to take the road less traveled by
but nothing seems to work the first few times
am i right
so how can i ever try to be better
nobody ever lets me in
i can still see you this is not the best view
on the outside looking in
i have been a lot of lonely places
i have never been on the outside
you saw me there but never knew
i would give it all up to be
a part of this a part of you
and now it is all too late so you see
you could have helped if you had wanted to
but no one notices until it is too
late to do anything
so how can i ever try to be better
nobody ever lets me in
i can still see you this is not the best view
on the outside looking in
i have been a lot of lonely places
i have never been on the outside
so how can i ever try to be better
nobody ever lets me in
i can still see you this is not the best view
on the outside looking in
i have been a lot of lonely places
i have never been on the outside
seems the only one who does not see your beauty
is the face in the mirror looking back at you
you walk around here thinking you are not pretty
but that is not true because i know you
hold on
baby you are losing it
the water's high
you are jumping into it
and letting go
and no one knows
that you cry
but you do not tell anyone
that you might
not be the golden one
and you are tied together with a smile
but you are coming undone
i guess it is true that love was all you wanted
because you are giving it away like it is extra change
hoping it will end up in his pocket
but he leaves you out like a penny in the rain
oh because it is not his price to pay
not his price to pay
hold on
baby you are losing it
the water's high
you are jumping into it
and letting go
and no one knows
that you cry
but you do not tell anyone
that you might
not be the golden one
and you are tied together with a smile
but you are coming undone
hold on
baby you are losing it
the water's high
you are jumping into it
and letting go
and no one knows
that you cry
but you do not tell anyone
that you might
not be the golden one
and you are tied together with a smile
but you are coming undone
you are tied together with a smile
but you are coming undone oh
goodbye baby
with a smile baby baby
cory's eyes are like a jungle
he smiles it is like the radio
he whispers songs into my window
in words that nobody knows
these pretty girls on every corner
they watch him as he is walking home
saying does he know
will you ever know
you are beautiful
every little piece love
and do not you know
you are really gonna be someone
ask anyone
and when you find everything you looked for
i hope your life will lead you back to my door
oh but if it do not
stay beautiful
cory finds another way to be
the highlight of my day
i am taking pictures in my mind
so i can save them for a rainy day
it is hard to make a conversation
when he is taking my breath away
i should say hey by the way
you are beautiful
every little piece love
and do not you know
you are really gonna be someone
ask anyone
and when you find everything you looked for
i hope your life will lead you back to my door
oh but if it do not
stay beautiful
if you and i are a story
that never gets told
if what you are is a daydream
i will never get to hold
at least you will know
you are beautiful
every little piece love
and do not you know
you are really gonna be someone
ask anyone
and when you find everything you looked for
i hope your life will lead you back to my front door
oh but if it do not
will you stay
beautiful beautiful beautiful
beautiful beautiful beautiful
la la la
oh oh oh oh
oh but if it do not
stay beautiful
stay beautiful
na na na na na
it is strange to think the songs we used to sing
the smiles the flowers everything is gone
yesterday i found out about you
even now just looking at you feels wrong
you say that you would take it all back given one chance
it was a moment of weakness and you said yes
you should have said no you should have gone home
you should have thought twice 'fore you let it all go
you should have know that word 'bout what you did with her
get back to me get back to me
and i should have been there in the back of your mind
i should not be asking myself why
you should not be begging for forgiveness at my feet
you should have said no baby and you might still have me
you can see that i have been crying
baby you know all the right things to say
but do you honestly expect me to believe
we could ever be the same
you say that the past is the past you need one chance
it was a moment of weakness and you said yes
you should have said no you should have gone home
you should have thought twice 'fore you let it all go
you should have know that word 'bout what you did with her
get back to me get back to me
and i should have been there in the back of your mind
i should not be asking myself why
you should not be begging for forgiveness at my feet
you should have said no baby and you might still have me
i cannot resist
before you go tell me this
was it worth it
was she worth this
no no no no
you should have said no you should have gone home
you should have thought twice 'fore you let it all go
you should have know that word 'bout what you did with her
get back to me get back to me
and i should have been there in the back of your mind
i should not be asking myself why
you should not be begging for forgiveness at my feet
you should have said no baby and you might still have me
she said i was seven and you were nine
i looked at you like the stars that shined
in the sky the pretty lights
and our daddies used to joke about the two of us
growing up and falling in love and our mamas smiled
and rolled their eyes and said oh my my my
take me back to the house in the backyard tree
said you would beat me up you were bigger than me
you never did you never did
take me back when our world was one block wide
i dared you to kiss me and ran when you tried
just two kids you and i
oh my my my my
well i was sixteen when suddenly
i was not that little girl you used to see
but your eyes still shined like pretty lights
and our daddies used to joke about the two of us
they never believed we would really fall in love
and our mamas smiled and rolled their eyes
and said oh my my my
take me back to the creek beds we turned up
two am riding in your truck and all i need is you next to me
take me back to the time we had our very first fight
the slamming of doors instead of kissing goodnight
you stayed outside till the morning light
oh my my my my
a few years had gone and come around
we were sitting at our favorite spot in town
and you looked at me got down on one knee
take me back to the time when we walked down the aisle
our whole town came and our mamas cried
you said i do and i did too
take me home where we met so many years before
we will rock our babies on that very front porch
after all this time you and i
i will be eightyseven you will be eightynine
i will still look at you like the stars that shine
in the sky oh my my my
i was riding shotgun with my hair undone
in the front seat of his car
he is got a onehand feel on the steering wheel
the other on my heart
i look around turn the radio down
he says baby is something wrong
i say nothing i was just thinking
how we do not have a song
and he says
our song is the slamming screen door
sneakin' out late tapping on your window
when we are on the phone and you talk real slow
because it is late and your mama do not know
our song is the way you laugh
the first date man i did not kiss her and i should have
and when i got home 'fore i said amen
asking god if he could play it again
i was walking up the front porch steps
after everything that day
had gone all wrong and been trampled on
and lost and thrown away
got to the hallway well on my way
to my lovin' bed
i almost did not notice all the roses
and the note that said
our song is the slamming screen door
sneakin' out late tapping on your window
when we are on the phone and you talk real slow
because it is late and your mama do not know
our song is the way you laugh
the first date man i did not kiss her and i should have
and when i got home 'fore i said amen
asking god if he could play it again
i have heard every album listened to the radio
waited for something to come along
that was as good as our song
because our song is the slamming screen door
sneakin' out late tapping on his window
when we are on the phone and he talks real slow
because it is late and his mama do not know
our song is the way he laughs
the first date man i did not kiss him and i should have
and when i got home 'fore i said amen
asking god if he could play it again
play it again
i was riding shotgun with my hair undone
in the front seat of his car
i grabbed a pen and an old napkin
and i wrote down our song
friday night beneath the stars
in a field behind your yard
you and i are painting pictures in the sky
and sometimes we do not say a thing
just listen to the crickets sing
everything i need is right here by my side
and i know everything about you
i do not wanna live without you
i am only up when you are not down
do not wanna fly if you are still on the ground
it is like no matter what i do
well you drive me crazy half the time
the other half i am only trying to let you know that what i feel is true
and i am only me when i am with you
just a small town boy and girl
living in a crazy world
trying to figure out what is and is not true
and i do not try to hide my tears
the secrets or my deepest fears
through it all nobody gets me like you do
and you know everything about me
you say that you cannot live without me
i am only up when you are not down
do not wanna fly if you are still on the ground
it is like no matter what i do
well you drive me crazy half the time
the other half i am only trying to let you know that what i feel is true
and i am only me when i am with you
when i am with anybody else it is so hard to be myself
only you can tell
that i am only up when you are not down
do not wanna fly if you are still on the ground
it is like no matter what i do
well you drive me crazy half the time
the other half i am only trying to let you know that what i feel is true
and i am only me
who i wanna be
well i am only me when i am with you
with you
uh huh
yeah
she cannot see the way your eyes
light up when you smile
she will never notice how you stop and stare
whenever she walks by
and you cannot see me wanting you the way you want her
but you are everything to me
i just want to show you
she do not even know you
she is never going to love you like i want to
and you just see right through me
if you only knew me
we could be a beautiful
miracle
unbelievable
instead of just invisible
there is a fire inside of you
that cannot help but shine through
she is never going to see the light
no matter what you do
and all i think about is how to make you think of me
and everything that we could be
i just want to show you
she do not even know you
she is never going to love you like i want to
and you just see right through me
if you only knew me
we could be a beautiful
miracle
unbelievable
instead of just invisible
like shadows in a faded light
oh we are invisible
i just want to open your eyes
and make you realize
i just want to show you
she do not even know you
baby let me love you
let me want you
you just see right through me
but if you only knew me
we could be a beautiful
miracle
unbelievable
instead of just invisible
she cannot see the way your eyes
light up when you smile
why would you wanna break a perfectly good heart
why would you wanna take our love and tear it all apart now
why would you wanna make the very first scar
why would you wanna break a perfectly good heart
maybe i should have seen the signs should have read the writing on the wall
and realized by the distance in your eyes that i would be the one to fall
no matter what you say i still cannot believe
that you would walk away
it do not make sense to me but
why would you wanna break a perfectly good heart
why would you wanna take our love and tear it all apartnow
why would you wanna make the very first scar
why would you wanna break a perfectly good heart
it is not unbroken anymore
how do i get it back the way it was before
why would you wanna break a perfectly good heart
why would you wanna take our love and tear it all apart now
why would you wanna make the very first scar
why would you wanna break a perfectly good heart
why would you wanna break a perfectly good heart
why would you wanna take our love and tear it all apart now
why would you wanna make the very first scar
why would you wanna break a perfectly good heart
there is something 'bout the way
the street looks when it is just rained
there is a glow off the pavement
you walk me to the car
and you know i wanna ask you to dance right there
in the middle of the parking lot yeah
oh yeah
we are driving down the road
i wonder if you know
i am trying so hard not to get caught up now
but you are just so cool
run your hands through your hair
absent mindedly making me want you
and i do not know how it gets better than this
you take my hand and drag me head first
fearless
and i do not know why but with you i would dance in a storm in my best dress
fearless
so baby drive slow
'til we run out of road in this one horse town
i wanna stay right here in this passenger's seat
you put your eyes on me
in this moment now capture it remember it
and i do not know how it gets better than this
you take my hand and drag me head first
fearless
and i do not know why but with you i would dance in a storm in my best dress
fearless
well you stood there with me in the doorway
my hands shake i am not usually this way but
you pull me in and i am a little more brave
it is the first kiss it is flawless really something
it is fearless
oh yeah
and i do not know how it gets better than this
you take my hand and drag me head first
fearless
and i do not know why but with you i would dance in a storm in my best dress
fearless
and i do not know how it gets better than this
you take my hand and drag me head first
fearless
and i do not know why but with you i would dance in a storm in my best dress
fearless
oh oh
oh yeah
you take a deep breath and you walk through the doors
it is the morning of your very first day
you say hi to your friends you is not seen in a while
try and stay out of everybody's way
it is your freshman year and you are going to be here
for the next four years in this town
hoping one of those senior boys will wink at you and say
you know i have not seen you around before
because when you are fifteen and somebody tells you they love you
you are going to believe them
and when you are fifteen feeling like there is nothing to figure out
well count to ten take it in
this is life before you know who you are going to be
fifteen
you sit in class next to a redhead named abigail
and soon enough you are best friends
laughing at the other girls who think they are so cool
we will be outta here as soon as we can
and then you are on your very first date and he is got a car
and you are feeling like flying
and your momma's waiting up and you are thinking he is the one
and you are dancing 'round your room when the night ends
when the night ends
because when you are fifteen and somebody tells you they love you
you are going to believe them
when you are fifteen and your first kiss
makes your head spin 'round
but in your life you will do things greater than
dating the boy on the football team
but i did not know it at fifteen
when all you wanted was to be wanted
wish you could go back and tell yourself what you know now
back then i swore i was going to marry him someday
but i realized some bigger dreams of mine
and abigail gave everything she had to a boy
who changed his mind and we both cried
because when you are fifteen and somebody tells you they love you
you are going to believe them
and when you are fifteen do not forget to look before you fall
i have found time can heal most anything
and you just might find who you are supposed to be
i did not know who i was supposed to be at fifteen
la la la la la la la la la la
la la la la la la la la la la
la la la la la la
your very first day
take a deep breath girl
take a deep breath as you walk through the doors
we were both young when i first saw you
i close my eyes and the flashback starts
i am standing there
on a balcony in summer air
see the lights see the party the ball gowns
see you make your way through the crowd
and say hello
little did i know
that you were romeo you were throwing pebbles
and my daddy said stay away from juliet
and i was crying on the staircase
begging you please do not go and i said
romeo take me somewhere we can be alone
i will be waiting all there is left to do is run
you will be the prince and i will be the princess
it is a love story baby just say yes
so i sneak out to the garden to see you
we keep quiet because we are dead if they knew
so close your eyes
escape this town for a little while
because you were romeo i was a scarlet letter
and my daddy said stay away from juliet
but you were everything to me
i was begging you please do not go and i said
romeo take me somewhere we can be alone
i will be waiting all there is left to do is run
you will be the prince and i will be the princess
it is a love story baby just say yes
romeo save me they are trying to tell me how to feel
this love is difficult but it is real
do not be afraid we will make it out of this mess
it is a love story baby just say yes
oh oh
i got tired of waiting
wondering if you were ever coming around
my faith in you was fading
when i met you on the outskirts of town and i said
romeo save me i have been feeling so alone
i keep waiting for you but you never come
is this in my head i do not know what to think
he knelt to the ground and pulled out a ring
and said marry me juliet
you will never have to be alone
i love you and that is all i really know
i talked to your dad go pick out a white dress
it is a love story baby just say 'yes'
oh oh
oh oh
because we were both young when i first saw you
hey stephen i know looks can be deceiving
but i know i saw a light in you
and as we walked we were talking
i did not say half the things i wanted to
of all the girls tossing rocks at your window
i will be the one waiting there even when it is cold
hey stephen boy you might have me believing
i do not always have to be alone
because i cannot help it if you look like an angel
cannot help it if i wanna kiss you in the rain so
come feel this magic i have been feeling since i met you
cannot help it if there is no one else
mmm i cannot help myself
hey stephen i have been holding back this feeling
so i got some things to say to you
i have seen it all so i thought
but i never seen nobody shine the way you do
the way you walk way you talk way you say my name
it is beautiful wonderful do not you ever change
hey stephen why are people always leaving
i think you and i should stay the same
because i cannot help it if you look like an angel
cannot help it if i wanna kiss you in the rain so
come feel this magic i have been feeling since i met you
cannot help it if there is no one else
mmm i cannot help myself
they are dimming the street lights you are perfect for me
why are not you here tonight
i am waiting alone now so come on and come out
and pull me near and shine shine shine
hey stephen i could give you fifty reasons
why i should be the one you choose
all those other girls well they are beautiful
but would they write a song for you
because i cannot help it if you look like an angel
cannot help it if i wanna kiss you in the rain so
come feel this magic i have been feeling since i met you
cannot help it if there is no one else
mmm i cannot help myself
because i cannot help it if you look like an angel
cannot help it if i wanna kiss you in the rain so
come feel this magic i have been feeling since i met you
cannot help it if there is no one else
mmm i cannot help myself
myself
cannot help myself
i cannot help myself
say you are sorry that face of an angel
comes out just when you need it to
as i paced back and forth all this time
because i honestly believed in you
holdin' on the days drag on
stupid girl i shoulda known i shoulda known
that i am not a princess this is not a fairytale
i am not the one you will sweep off her feet lead her up the stairwell
this is not hollywood this is a small town
i was a dreamer before you went and let me down
now it is too late for you and your white horse
to come around
baby i was naive got lost in your eyes
and never really had a chance
my mistake i did not know to be in love
you had to fight to have the upper hand
i had so many dreams about you and me
happy endings now i know
that i am not a princess this is not a fairytale
i am not the one you will sweep off her feet lead her up the stairwell
this is not hollywood this is a small town
i was a dreamer before you went and let me down
now it is too late for you and your white horse
to come around
and there you are on your knees
beggin' for forgiveness beggin' for me
just like i always wanted
but i am so sorry
because i am not your princess this is not our fairytale
i am gonna find someone someday
who might actually treat me well
this is a big world that was a small town
there in my rear view mirror disappearing now
and it is too late for you and your white horse
now it is too late for you and your white horse
to catch me now
oh whoa whoa whoa
try and catch me now oh
it is too late to catch me now
you are on the phone with your girlfriend she is upset
she is going off about something that you said
because she does not get your humor like i do
i am in the room it is a typical tuesday night
i am listening to the kind of music she does not like
and she will never know your story like i do
but she wears short skirts i wear tshirts
she is cheer captain and i am on the bleachers
dreaming about the day when you wake up and find
that what you are looking for has been here the whole time
if you could see that i am the one who understands you
been here all along so why cannot you see
you belong with me you belong with me
walking the streets with you and your wornout jeans
i cannot help thinking this is how it ought to be
laughing on a park bench thinking to myself
hey is not this easy
and you have got a smile that could light up this whole town
i have not seen it in a while since she brought you down
you say you are fine i know you better than that
hey whatcha doing with a girl like that
she wears high heels i wear sneakers
she is cheer captain and i am on the bleachers
dreaming about the day when you wake up and find
that what you are looking for has been here the whole time
if you could see that i am the one who understands you
been here all along so why cannot you see
you belong with me
standing by and waiting at your back door
all this time how could you not know baby
you belong with me you belong with me
oh i remember you driving to my house
in the middle of the night
i am the one who makes you laugh
when you know you are 'bout to cry
and i know your favorite songs
and you tell me 'bout your dreams
think i know where you belong
think i know it is with me
cannot you see that i am the one who understands you
been here all along so why cannot you see
you belong with me
standing by and waiting at your back door
all this time how could you not know baby
you belong with me you belong with me
you belong with me
have you ever thought just maybe
you belong with me
you belong with me
i see your face in my mind as i drive away
because none of us thought it was
going to end that way
people are people
and sometimes we change our minds
but it is killing me to see you go after all this time
mm mm mm mm mm mm mm mm
mm mm mm mm mm mm mm mm
music starts playing like the end of a sad movie
it is the kind of ending you
do not really want to see
because it is tragedy and it will only bring you
down
now i do not know what to be without you around
and we know it is never simple never easy
never a clean break no one here to
save me
you are the only thing i know like the back of my hand
and i cannot
breathe
without you but i have to breathe
without you but i have to
never wanted this never want to see you hurt
every little bump in the road i tried to swerve
but people are people
and sometimes it does not work out
nothing we say is gonna save us from the fall out
it is 2 am
feeling like i just lost a friend
hope you know it is not easy
easy for me
it is 2 am
feeling like i just lost a friend
hope you know this is not easy
easy for me
sorry sorry
sorry yeah eh sorry
sorry sorry
sorry
i took a chance
i took a shot
and you might think i am bulletproof
but i am not
you took a swing
i took it hard
and down here from the ground i see who you are
i am sick and tired of your attitude
i am feeling like i do not know you
you tell me that you love me then you cut me down
and i need you like a heartbeat
but you know you got a mean streak
that makes me run for cover when you are around
and here is to you and your temper
yes i remember what you said last night
and i know that you see what you are doing to me
tell me why
you could write a book on how to ruin someone's perfect day
well i get so confused and frustrated
forget what i am trying to say oh
i am sick and tired of your reasons
i got no one to believe in
you tell me that you want me then push me around
and i need you like a heartbeat
but you know you got a mean streak
that makes me run for cover when you are around
here is to you and your temper
yes i remember what you said last night
and i know that you see what you are doing to me
tell me why
why do you have to make me feel small
so you can feel whole inside
why do you have to put down my dreams
so you are the only thing on my mind
i am sick and tired of your attitude
i am feeling like i do not know you
you tell me that you want me then cut me down
i am sick and tired of your reasons
i have got no one to believe in
you ask me for my love then you push me around
here is to you and your temper
yes i remember what you said last night
and i know that you see what you are doing to me
tell me why why
tell me why why
i take a step back let you go
i told you i am not bulletproof
now you know
all this time i was wasting hoping you would come around
i have been giving out chances every time and all you do is let me down
and it is taken me this long baby but i have figured you out
and you are thinking we will be fine again but not this time around
you do not have to call anymore
i will not pick up the phone
this is the last straw
do not wanna hurt anymore
and you can tell me that you are sorry
but i do not believe you baby like i did before
you are not sorry no no no no
you are looking so innocent
i might believe you if i did not know
could have loved you all my life if you had not left me waiting in the cold
and you have got your share of secrets
and i am tired of being last to know
and now you are asking me to listen because it is worked each time before but
you do not have to call anymore
i will not pick up the phone
this is the last straw
do not wanna hurt anymore
and you can tell me that you are sorry
but i do not believe you baby like i did before
you are not sorry no no no no
you are not sorry no no no no
you had me crawling for you honey and it never would have gone away
you used to shine so bright but i watched all of it fade so
you do not have to call anymore
i will not pick up the phone
this is the last straw
there is nothing left to beg for
and you can tell me that you are sorry
but i do not believe you baby like i did before
you are not sorry no no no no
you are not sorry no no no no
no no no
he is sensible and so incredible
and all my single friends are jealous
he says everything i need to hear and it is like
i could not ask for anything better
he opens up my door and i get into his car
and he says you look beautiful tonight
and i feel perfectly fine
but i miss screaming and fighting and kissing in the rain
and it is 2am and i am cursing your name
you are so in love that you act insane
and that is the way i loved you
breaking down and coming undone
it is a roller coaster kind of rush
and i never knew i could feel that much
and that is the way i loved you
he respects my space
and never makes me wait
and he calls exactly when he says he will
he is close to my mother
talks business with my father
he is charming and endearing
and i am comfortable
he cannot see the smile i am faking
and my heart's not breaking
because i am not feeling anything at all
and you were wild and crazy
just so frustrating intoxicating
complicated got away by some mistake and now
i miss screaming and fighting and kissing in the rain
it is 2am and i am cursing your name
i am so in love that i acted insane
and that is the way i loved you
breaking down and coming undone
it is a roller coaster kind of rush
and i never knew i could feel that much
and that is the way i loved you oh oh
and that is the way i loved you oh oh
never knew i could feel that much
and that is the way i loved you
once upon a time
i believe it was a tuesday when i caught your eye
and we caught onto something
i hold onto the night you looked me in the eye and told me you loved me
were you just kidding
because it seems to me this thing is breaking down
we almost never speak
i do not feel welcome anymore
baby what happened please tell me
because one second it was perfect now you are halfway out the door
and i stare at the phone he still has not called
and then you feel so low you cannot feel nothing at all
and you flashback to when he said forever and always
oh and it rains in your bedroom
everything is wrong
it rains when you are here and it rains when you are gone
because i was there when you said forever and always
was i out of line
did i say something way too honest made you run and hide
like a scared little boy
i looked into your eyes
thought i knew you for a minute now i am not so sure
so here is to everything coming down to nothing
here is to silence that cuts me to the core
where is this going
thought i knew for a minute but i do not anymore
and i stare at the phone he still has not called
and then you feel so low you cannot feel nothing at all
and you flashback to when he said forever and always
oh and it rains in your bedroom
everything is wrong
it rains when you are here and it rains when you are gone
because i was there when you said forever and always
you did not mean it baby i do not think so
oh back up baby back up
did you forget everything
back up baby back up
did you forget everything
because it rains in your bedroom
everything is wrong
it rains when you are here and it rains when you are gone
because i was there when you said forever and always
oh i stare at the phone he still has not called
and then you feel so low you cannot feel nothing at all
and you flashback to when we said forever and always
and  it rains in your bedroom
everything is wrong
it rains when you are here and it rains when you are gone
because i was there when you said forever and always
you did not mean it baby you said forever and always yeah
i am five years old it is getting cold i have got my big coat on
i hear your laugh and look up smiling at you i run and run
past the pumpkin patch and the tractor rides
look now the sky is gold
i hug your legs and fall asleep on the way home
i do not know why all the trees change in the fall
but i know you are not scared of anything at all
do not know if snow white's house is near or far away
but i know i had the best day with you today
i am thirteen now
and do not know how my friends could be so mean
i come home crying and you hold me tight and grab the keys
and we drive and drive until we found a town far enough away
and we talk and window shop 'til i have forgotten all their names
i do not know who i am going to talk to now at school
but i know i am laughing on the car ride home with you
do not know how long it is going to take to feel okay
but i know i had the best day with you today
i have an excellent father his strength is making me stronger
god smiles on my little brother inside and out
he is better than i am
i grew up in a pretty house and i had space to run
and i had the best days with you
there is a video i found from back when i was three
you set up a paint set in the kitchen and you are talking to me
it is the age of princesses and pirate ships and the seven dwarfs
and daddy's smart
and you are the prettiest lady in the whole wide world
and now i know why all the trees change in the fall
i know you were on my side even when i was wrong
and i love you for giving me your eyes
for staying back and watching me shine
and i did not know if you knew so i am taking this chance to say
that i had the best day with you today
and it is a sad picture the final blow hits you
somebody else gets what you wanted again and
you know it is all the same another time and place
repeating history and you are getting sick of it
but i believe in whatever you do
and i will do anything to see it through
because these things will change
can you feel it now
these walls that they put up to hold us back will fall down
this revolution the time will come
for us to finally win
and we will sing hallelujah we will sing hallelujah
oh oh
so we have been outnumbered raided and now cornered
it is hard to fight when the fight is not fair
we are getting stronger now finding things they never found
they might be bigger but we are faster and never scared
you can walk away say we do not need this
but there is something in your eyes says we can beat this
because these things will change
can you feel it now
these walls that they put up to hold us back will fall down
this revolution the time will come
for us to finally win
and we will sing hallelujah we will sing hallelujah
oh oh
tonight we stand get off our knees
fight for what we have worked for all these years
and the battle was long it is the fight of our lives
but we will stand up champions tonight
it was the night things changed
can you see it now
these walls that they put up to hold us back fell down
it is a revolution throw your hands up
because we never gave in
and we will sing hallelujah we sang hallelujah
hallelujah
you were in college working parttime waiting tables
left a small town and never looked back
i was a flight risk with a fear of falling
wondering why we bother with love if it never lasts
i say can you believe it
as we are lying on the couch
the moment i could see it
yes yes i can see it now
do you remember we were sitting there by the water
you put your arm around me for the first time
you made a rebel of a careless man's careful daughter
you are the best thing that is ever been mine
flash forward and we are taking on the world together
and there is a drawer of my things at your place
you learn my secrets and figure out why i am guarded
you say we will never make my parents' mistakes
but we got bills to pay
we got nothing figured out
when it was hard to take
yes yes
this is what i thought about
do you remember we were sitting there by the water
you put your arm around me for the first time
you made a rebel of a careless man's careful daughter
you are the best thing that is ever been mine
do you remember all the city lights on the water
you saw me start to believe for the first time
you made a rebel of a careless man's careful daughter
you are the best thing that is ever been mine
and i remember that fight 230 am
as everything was slipping right out of our hands
i ran out crying and you followed me out into the street
braced myself for the goodbye
because that is all i have ever known
then you took me by surprise
you said i will never leave you alone
you said i remember how we felt sitting by the water
and every time i look at you it is like the first time
i fell in love with a careless man's careful daughter
she is the best thing that is ever been mine
hold on make it last
hold on never turn back
you made a rebel of a careless man's careful daughter
you are the best thing that is ever been mine
yeah yeah
do you believe it
hold on
we are gonna make it now
hold on
and i can see it
yeah yeah
i can see it now see it now
the way you move is like a full on rainstorm
and i am a house of cards
you are the kind of reckless
that should send me running
but i kinda know that i will not get far
and you stood there in front of me
just close enough to touch
close enough to hope you could not see
what i was thinking of
drop everything now
meet me in the pouring rain
kiss me on the sidewalk
take away the pain
because i see sparks fly whenever you smile
get me with those green eyes baby as the lights go down
give me something that'll haunt me when you are not around
because i see sparks fly whenever you smile
my mind forgets to remind me
you are a bad idea
you touch me once and it is really something
you find i am even better than you imagined i would be
i am on my guard for the rest of the world
but with you i know it is no good
and i could wait patiently but i really wish you would
drop everything now
meet me in the pouring rain
kiss me on the sidewalk
take away the pain
